Employee_ID,Department,Gender,Age,Hire_Date,Performance_Score,Absences_per_Month,Salary_USD,Tenure_Years,,,,,,
E-3025,Marketing,Male,36,21/04/2018,3.28,15,11562.41,7.5,,,,,,
E-3026,Sales,Male,36,25/01/2018,3.91,1,5484.47,7.8,,,,,,
E-3027,Operations,Female,40,27/12/2013,3.79,11,12437.04,11.9,,,,,,
E-3028,HR,Female,30,13/08/2024,1.93,6,8891.02,1.2,,,,,,
E-3029,Finance,Male,52,17/04/2017,3.7,6,10713.71,8.5,,,,,,
E-3030,IT,Female,41,14/02/2012,2.7,12,14971.36,13.7,,,,,,
E-3031,HR,Male,34,17/10/2016,1.67,14,10743.13,9,,,,,,
E-3032,HR,Female,52,20/09/2014,4.68,11,12644.45,11.1,,,,,,
E-3033,Finance,Female,35,25/03/2018,4.57,4,13229.03,7.6,,,,,,
E-3034,Finance,Male,23,06/05/2019,4.17,4,9901.11,6.5,,,,,,
E-3035,HR,Male,50,04/06/2012,2.14,10,3853.07,13.4,,,,,,
E-3036,Marketing,Female,57,21/03/2020,2.24,1,6873.5,5.6,,,,,,
E-3037,Sales,Female,28,04/05/2019,4.32,12,5628.67,6.5,,,,,,
E-3038,Finance,Male,54,12/11/2016,2.17,7,10294.72,9,,,,,,
E-3039,Operations,Male,51,14/02/2014,1.82,1,11337.01,11.7,,,,,,
E-3040,HR,Female,51,23/01/2023,2.89,2,10824.83,2.8,,,,,,
E-3041,Operations,Male,54,02/01/2014,1.69,15,5332.61,11.8,,,,,,
E-3042,Operations,Male,27,24/09/2018,2.76,11,8133.59,7.1,,,,,,
E-3043,Operations,Male,43,16/08/2025,3.37,13,11581.33,0.2,,,,,,
E-3044,Marketing,Female,46,09/06/2010,4.48,7,9811.09,15.4,,,,,,
E-3045,HR,Female,46,16/01/2021,2.72,5,4290.38,4.8,,,,,,
E-3046,HR,Female,60,08/06/2013,4.05,8,10978.77,12.4,,,,,,
E-3047,HR,Male,39,07/01/2017,3.98,5,14868.56,8.8,,,,,,
E-3048,Finance,Male,23,08/03/2022,1.98,5,6616.3,3.7,,,,,,
E-3049,Finance,Male,48,03/07/2024,1.84,15,7534.03,1.3,,,,,,
E-3050,Finance,Female,59,10/06/2019,4.37,0,13065.38,6.4,,,,,,
E-3051,HR,Male,25,04/03/2012,3.53,14,14421.95,13.7,,,,,,
E-3052,Sales,Male,25,21/08/2025,3.08,10,10245.21,0.2,,,,,,
E-3053,HR,Female,51,23/01/2011,2.8,1,5816.79,14.8,,,,,,
E-3054,Operations,Male,44,07/01/2025,4.24,4,3538.45,0.8,,,,,,
E-3055,Marketing,Female,35,19/07/2025,2.75,7,10780.79,0.3,,,,,,
E-3056,IT,Male,51,27/06/2013,3.69,10,4794.21,12.4,,,,,,
E-3057,Marketing,Male,51,16/09/2018,4.58,15,12861.88,7.1,,,,,,
E-3058,Operations,Male,27,06/09/2018,4.63,8,13982.98,7.2,,,,,,
E-3059,Operations,Male,51,03/12/2017,3.89,4,12829.59,7.9,,,,,,
E-3060,Sales,Male,25,19/09/2023,4.67,11,8362.88,2.1,,,,,,
E-3061,Sales,Female,24,04/07/2021,1.55,8,5870.01,4.3,,,,,,
E-3062,HR,Male,39,27/10/2024,1.7,4,13857.86,1,,,,,,
E-3063,Marketing,Male,25,16/10/2020,4.38,12,5932.77,5,,,,,,
E-3064,IT,Female,28,20/01/2022,2.43,9,10296.1,3.8,,,,,,
E-3065,IT,Male,55,12/10/2011,3.98,15,14391.04,14.1,,,,,,
E-3066,Marketing,Male,58,05/08/2023,2.46,8,14056.07,2.2,,,,,,
E-3067,IT,Female,48,05/08/2020,4.5,0,11707.86,5.2,,,,,,
E-3068,Marketing,Female,56,12/09/2011,2.81,1,13594.06,14.1,,,,,,
E-3069,Sales,Male,28,16/02/2019,4.21,12,14345.48,6.7,,,,,,
E-3070,Sales,Female,48,16/06/2018,4.56,8,9667.19,7.4,,,,,,
E-3071,Marketing,Female,22,08/01/2016,2.95,9,6420.33,9.8,,,,,,
E-3072,Sales,Male,31,25/02/2019,2.11,11,4671.11,6.7,,,,,,
E-3073,IT,Male,29,20/05/2014,4.67,15,13480.41,11.5,,,,,,
E-3074,Operations,Male,46,14/08/2017,3.97,14,7306.24,8.2,,,,,,
E-3075,Finance,Female,36,19/12/2020,3.56,5,13209.31,4.9,,,,,,
E-3076,HR,Male,34,01/06/2012,2.2,14,12711.51,13.4,,,,,,
E-3077,Finance,Male,54,05/01/2012,3.19,14,12157.03,13.8,,,,,,
E-3078,HR,Female,32,20/07/2011,3.98,10,6813.45,14.3,,,,,,
E-3079,IT,Male,59,17/11/2012,1.52,8,14241.63,13,,,,,,
E-3080,HR,Female,36,18/04/2024,2.18,1,10131.79,1.5,,,,,,
E-3081,Finance,Female,31,17/09/2025,3.51,6,10125.15,0.1,,,,,,
E-3082,Sales,Male,58,09/06/2015,3.27,0,12427.87,10.4,,,,,,
E-3083,Sales,Female,40,26/04/2014,4.13,14,10943.38,11.5,,,,,,
E-3084,Marketing,Male,55,31/03/2021,1.9,8,8730.08,4.6,,,,,,
E-3085,Operations,Female,60,06/12/2021,3.07,14,7104.25,3.9,,,,,,
E-3086,HR,Male,39,13/01/2018,1.54,3,4158.99,7.8,,,,,,
E-3087,Sales,Male,32,28/04/2015,3.45,5,4983.13,10.5,,,,,,
E-3088,IT,Male,22,22/03/2020,2.25,7,5991.28,5.6,,,,,,
E-3089,IT,Female,50,10/09/2011,2.61,6,9141.02,14.2,,,,,,
E-3090,Sales,Male,55,03/03/2010,2.71,8,5056.32,15.7,,,,,,
E-3091,HR,Female,53,06/01/2012,4.11,11,13159.32,13.8,,,,,,
E-3092,Finance,Female,24,01/10/2021,3.09,6,10987.31,4.1,,,,,,
E-3093,Sales,Female,40,26/08/2019,1.67,11,8821.05,6.2,,,,,,
E-3094,Marketing,Female,43,15/10/2012,4.26,10,9889.94,13.1,,,,,,
E-3095,Operations,Female,48,12/05/2015,2.64,8,14319.07,10.5,,,,,,
E-3096,Marketing,Female,44,11/11/2021,3.43,15,5380.81,4,,,,,,
E-3097,Finance,Male,33,11/10/2015,3.22,14,8380.28,10.1,,,,,,
E-3098,Sales,Male,59,10/05/2015,1.9,10,4393.57,10.5,,,,,,
E-3099,Marketing,Female,39,02/10/2024,2.19,8,12374.1,1.1,,,,,,
E-3100,IT,Male,35,11/07/2015,1.99,14,11917.38,10.3,,,,,,
E-3101,IT,Male,59,24/08/2024,2.72,11,3423.02,1.2,,,,,,
E-3102,HR,Male,51,11/02/2022,2.79,6,10747.46,3.7,,,,,,
E-3103,Finance,Male,29,03/04/2018,2.45,14,9427.33,7.6,,,,,,
E-3104,Marketing,Male,26,18/08/2020,4.11,4,7993.7,5.2,,,,,,
E-3105,IT,Male,60,23/06/2011,3.72,11,4075.35,14.4,,,,,,
E-3106,Marketing,Male,55,22/08/2020,2.93,2,14672.99,5.2,,,,,,
E-3107,Marketing,Female,52,22/08/2018,4.41,7,3819.77,7.2,,,,,,
E-3108,Sales,Female,28,08/03/2016,2.2,15,14872.76,9.7,,,,,,
E-3109,IT,Female,50,04/10/2012,4.24,11,6284.02,13.1,,,,,,
E-3110,Finance,Male,33,17/08/2015,3.66,1,4497.64,10.2,,,,,,
E-3111,Operations,Female,57,29/10/2022,2.02,8,7938.59,3,,,,,,
E-3112,Finance,Female,52,18/12/2017,3.64,11,7717.98,7.9,,,,,,
E-3113,Marketing,Female,41,19/11/2021,4.12,13,3824.3,4,,,,,,
E-3114,HR,Male,48,26/08/2012,3.6,15,4296.28,13.2,,,,,,
E-3115,Operations,Male,59,01/12/2021,3.83,7,9602.34,3.9,,,,,,
E-3116,Operations,Male,60,10/04/2018,2.72,3,10015.76,7.6,,,,,,
E-3117,Sales,Female,46,17/06/2013,2.62,11,6515.43,12.4,,,,,,
E-3118,Sales,Male,57,28/05/2022,3.62,13,10309.98,3.4,,,,,,
E-3119,Marketing,Male,34,14/10/2017,4.43,9,4337.21,8.1,,,,,,
E-3120,Marketing,Female,35,03/03/2020,2.38,15,9744.14,5.7,,,,,,
E-3121,Operations,Male,51,31/07/2012,3.42,10,4915.85,13.3,,,,,,
E-3122,Marketing,Male,56,15/04/2010,4.26,6,6901.31,15.6,,,,,,
E-3123,Sales,Female,45,22/12/2018,1.65,3,12475.06,6.9,,,,,,
E-3124,Sales,Female,49,12/11/2010,3.37,1,14351.73,15,,,,,,
E-3125,HR,Male,60,24/11/2011,3.64,15,11032.5,13.9,,,,,,
E-3126,Operations,Female,51,02/07/2010,2.23,6,9243.67,15.3,,,,,,
E-3127,IT,Female,27,28/03/2018,2.99,2,8159.64,7.6,,,,,,
E-3128,Sales,Female,56,27/02/2024,2.41,12,7290.3,1.7,,,,,,
E-3129,Marketing,Male,29,11/12/2023,3.7,9,3657.24,1.9,,,,,,
E-3130,Operations,Male,26,29/09/2024,2.76,5,10804.16,1.1,,,,,,
E-3131,HR,Male,49,12/12/2024,4.22,14,9014.29,0.9,,,,,,
E-3132,Operations,Female,41,30/07/2017,2.59,3,11192.91,8.3,,,,,,
E-3133,IT,Male,23,15/03/2014,4.37,4,3218.49,11.6,,,,,,
E-3134,Sales,Male,29,07/12/2022,3.62,10,9769.38,2.9,,,,,,
E-3135,Operations,Male,32,13/10/2017,3.83,13,8940.02,8.1,,,,,,
E-3136,Finance,Female,32,26/12/2023,4.27,13,10615.56,1.9,,,,,,
E-3137,Finance,Male,52,14/11/2010,4.88,0,7909.7,15,,,,,,
E-3138,Operations,Female,35,28/12/2020,2.38,5,5644.18,4.8,,,,,,
E-3139,Sales,Female,39,25/11/2020,2.48,3,7155.14,4.9,,,,,,
E-3140,HR,Female,44,09/02/2013,2.5,6,10615.69,12.7,,,,,,
E-3141,Finance,Female,52,17/12/2016,3.32,4,7379.63,8.9,,,,,,
E-3142,IT,Male,53,19/02/2011,4.1,2,11127.4,14.7,,,,,,
E-3143,Marketing,Male,53,17/02/2014,2.73,2,3676.48,11.7,,,,,,
E-3144,Sales,Male,30,05/04/2020,2.79,11,8636.81,5.6,,,,,,
E-3145,IT,Male,39,17/09/2020,2.66,15,12525.58,5.1,,,,,,
E-3146,HR,Male,58,27/08/2016,4.73,2,12375.34,9.2,,,,,,
E-3147,Operations,Female,36,22/01/2013,2.25,6,8879.37,12.8,,,,,,
E-3148,Operations,Female,38,09/10/2020,2.06,8,11568.34,5.1,,,,,,
E-3149,HR,Female,22,30/03/2015,2.95,11,3527.04,10.6,,,,,,
E-3150,Operations,Female,37,28/10/2013,3.38,13,7094,12,,,,,,
E-3151,HR,Female,56,09/04/2024,3.86,11,8218.86,1.6,,,,,,
E-3152,Finance,Male,39,23/07/2020,1.77,14,3904.3,5.3,,,,,,
E-3153,IT,Female,24,26/04/2019,2.99,1,7413.97,6.5,,,,,,
E-3154,Finance,Female,57,11/11/2022,4.19,7,3538,3,,,,,,
E-3155,Sales,Male,53,17/09/2010,1.89,2,9149.5,15.1,,,,,,
E-3156,HR,Female,50,17/04/2017,4.72,4,6570.79,8.5,,,,,,
E-3157,Marketing,Male,51,16/02/2014,2.03,7,3344.26,11.7,,,,,,
E-3158,Sales,Male,40,20/06/2014,3.36,9,12263.95,11.4,,,,,,
E-3159,Finance,Male,44,09/06/2010,3.02,13,3185.75,15.4,,,,,,
E-3160,IT,Male,52,24/01/2024,1.68,0,3465.03,1.8,,,,,,
E-3161,Sales,Female,35,30/01/2022,1.93,12,14835.53,3.8,,,,,,
E-3162,Finance,Female,28,07/10/2019,3.87,0,12496.23,6.1,,,,,,
E-3163,IT,Male,24,28/06/2014,3.15,2,9893.55,11.4,,,,,,
E-3164,HR,Male,37,30/06/2020,1.74,11,10685.29,5.3,,,,,,
E-3165,Marketing,Female,54,20/11/2017,3.3,13,11609.08,8,,,,,,
E-3166,Operations,Female,36,20/01/2012,2.64,6,7823.68,13.8,,,,,,
E-3167,IT,Male,27,04/11/2013,3.46,8,7047.24,12,,,,,,
E-3168,Marketing,Male,34,17/03/2019,3.01,13,14315.04,6.6,,,,,,
E-3169,HR,Female,36,24/09/2022,2.07,13,9353.93,3.1,,,,,,
E-3170,HR,Female,43,24/06/2020,3.13,11,11341.29,5.4,,,,,,
E-3171,HR,Male,41,17/08/2024,4.99,1,14498.3,1.2,,,,,,
E-3172,IT,Female,32,20/01/2013,4.34,15,14338.8,12.8,,,,,,
E-3173,HR,Female,58,28/12/2020,1.85,3,6089.2,4.8,,,,,,
E-3174,Operations,Female,29,23/04/2010,2.62,3,13686.56,15.5,,,,,,
E-3175,IT,Female,52,27/05/2022,1.73,10,14690.52,3.4,,,,,,
E-3176,HR,Male,59,23/10/2024,4.26,2,8421.75,1,,,,,,
E-3177,Marketing,Male,57,07/02/2013,3.06,5,9494.75,12.7,,,,,,
E-3178,Operations,Female,22,14/06/2015,3.11,8,11790.77,10.4,,,,,,
E-3179,Operations,Male,51,03/08/2023,4.95,1,4418.67,2.2,,,,,,
E-3180,Operations,Male,31,01/01/2010,1.91,11,7331.91,15.8,,,,,,
E-3181,Marketing,Female,54,19/04/2021,3.53,6,6296.23,4.5,,,,,,
E-3182,Operations,Male,49,13/03/2021,2.09,6,8245.53,4.6,,,,,,
E-3183,HR,Male,47,21/04/2012,3.53,11,13842.93,13.5,,,,,,
E-3184,IT,Male,46,31/12/2020,3.68,6,4177.55,4.8,,,,,,
E-3185,HR,Female,55,28/10/2021,2.06,10,4383.8,4,,,,,,
E-3186,Marketing,Male,58,04/09/2019,2.57,10,14967.52,6.2,,,,,,
E-3187,IT,Male,42,17/12/2023,4.6,3,7665.57,1.9,,,,,,
E-3188,HR,Male,55,10/01/2022,3.5,4,6435.5,3.8,,,,,,
E-3189,Operations,Male,30,09/09/2021,4.77,5,3776.25,4.1,,,,,,
E-3190,HR,Male,58,02/05/2016,2.15,4,6397.5,9.5,,,,,,
E-3191,HR,Female,49,23/08/2016,1.97,4,10884.04,9.2,,,,,,
E-3192,Marketing,Male,34,29/04/2015,1.89,14,4022.56,10.5,,,,,,
E-3193,Sales,Female,26,18/08/2016,3.21,9,12022.83,9.2,,,,,,
E-3194,Sales,Male,58,26/12/2022,2.52,9,9282.32,2.9,,,,,,
E-3195,Operations,Male,23,25/01/2021,2.83,3,3996.79,4.8,,,,,,
E-3196,Finance,Male,22,21/11/2020,3.3,15,13087.86,4.9,,,,,,
E-3197,Marketing,Female,41,09/08/2020,4.07,15,7816.65,5.2,,,,,,
E-3198,HR,Female,37,14/04/2016,2,12,14985.76,9.6,,,,,,
E-3199,Finance,Female,27,08/10/2021,4.82,5,4079.14,4.1,,,,,,
E-3200,Sales,Female,50,16/07/2025,2.83,3,13607.93,0.3,,,,,,
E-3201,IT,Male,59,02/03/2010,3.41,4,9259.8,15.7,,,,,,
E-3202,Finance,Female,32,04/08/2013,4.16,3,4013.82,12.3,,,,,,
E-3203,Operations,Female,55,31/07/2010,4.79,4,12216.96,15.3,,,,,,
E-3204,Marketing,Male,27,13/04/2023,4.53,2,14602.67,2.6,,,,,,
E-3205,HR,Female,53,31/05/2014,2.09,14,10400.78,11.4,,,,,,
E-3206,Marketing,Female,23,16/08/2013,2.47,4,5040.74,12.2,,,,,,
E-3207,Finance,Female,38,18/11/2020,3.75,2,10828.96,5,,,,,,
E-3208,IT,Female,37,21/07/2017,3.03,11,11439.52,8.3,,,,,,
E-3209,Marketing,Male,24,08/05/2018,1.52,4,10090.32,7.5,,,,,,
E-3210,Finance,Male,46,12/10/2014,4.54,8,12724.7,11.1,,,,,,
E-3211,Sales,Male,52,09/10/2023,3.8,9,12213.52,2.1,,,,,,
E-3212,Sales,Male,52,30/07/2016,3.35,6,6294.26,9.3,,,,,,
E-3213,Sales,Male,38,17/11/2021,2.76,11,8916.08,4,,,,,,
E-3214,Operations,Female,32,01/01/2018,2.44,1,12473.66,7.8,,,,,,
E-3215,HR,Female,24,10/07/2012,1.51,1,12251.28,13.3,,,,,,
E-3216,Marketing,Female,58,03/07/2024,1.87,4,12008.86,1.3,,,,,,
E-3217,HR,Male,30,18/11/2023,1.61,11,3610.17,2,,,,,,
E-3218,Sales,Female,57,23/06/2012,3.88,14,7069.94,13.4,,,,,,
E-3219,Sales,Male,58,13/09/2019,4.23,7,9894.58,6.1,,,,,,
E-3220,IT,Male,36,13/01/2015,4.55,7,12360.77,10.8,,,,,,
E-3221,Sales,Male,39,11/09/2019,2.74,7,5856.21,6.1,,,,,,
E-3222,HR,Male,23,11/08/2022,1.71,6,8879.38,3.2,,,,,,
E-3223,IT,Female,52,11/02/2016,2.27,1,14125.46,9.7,,,,,,
E-3224,Sales,Male,40,31/08/2010,3.07,12,14306.77,15.2,,,,,,
E-3225,Marketing,Female,31,13/11/2020,2.55,14,5814.01,5,,,,,,
E-3226,Operations,Male,43,12/08/2018,3.07,9,13939.03,7.2,,,,,,
E-3227,Operations,Female,24,11/09/2022,4.58,1,13410.29,3.1,,,,,,
E-3228,Marketing,Female,36,07/11/2016,3.48,2,14779.07,9,,,,,,
E-3229,Finance,Female,29,21/06/2016,2.22,15,6308.78,9.4,,,,,,
E-3230,HR,Female,55,20/05/2012,2.63,9,13722.73,13.5,,,,,,
E-3231,Operations,Female,33,13/03/2013,2.01,8,5358.94,12.6,,,,,,
E-3232,Sales,Male,42,31/10/2012,3.75,0,9519.45,13,,,,,,
E-3233,HR,Female,35,11/08/2016,2.88,2,10755.78,9.2,,,,,,
E-3234,Marketing,Female,43,27/09/2016,3.93,3,9844.43,9.1,,,,,,
E-3235,Finance,Female,59,10/10/2021,1.66,6,11467.41,4.1,,,,,,
E-3236,Marketing,Male,27,29/02/2012,2.62,0,12211.87,13.7,,,,,,
E-3237,IT,Female,23,18/07/2022,2.19,4,14758.25,3.3,,,,,,
E-3238,Sales,Male,51,04/03/2019,4.5,4,3428.07,6.7,,,,,,
E-3239,Marketing,Female,36,02/05/2011,4.37,0,9955.95,14.5,,,,,,
E-3240,Finance,Male,47,07/03/2018,3.62,6,4098.71,7.7,,,,,,
E-3241,Operations,Female,40,07/04/2010,4.97,11,7277.1,15.6,,,,,,
E-3242,IT,Female,31,29/05/2020,4.44,11,11320.47,5.4,,,,,,
E-3243,IT,Female,49,13/06/2011,2.52,13,5603.76,14.4,,,,,,
E-3244,IT,Male,27,17/01/2024,4.1,7,5562.42,1.8,,,,,,
E-3245,Operations,Female,26,12/02/2024,3.88,12,8838,1.7,,,,,,
E-3246,Finance,Female,43,11/04/2016,2.24,12,3653.38,9.6,,,,,,
E-3247,Sales,Female,51,12/08/2015,4,2,10976.6,10.2,,,,,,
E-3248,HR,Male,29,10/12/2020,1.82,1,8555.14,4.9,,,,,,
E-3249,Operations,Male,26,22/02/2025,4.88,11,9061.07,0.7,,,,,,
E-3250,Operations,Male,54,01/08/2015,4.13,15,14691.73,10.3,,,,,,
E-3251,IT,Male,42,21/01/2017,4.08,7,5153.22,8.8,,,,,,
E-3252,Operations,Female,56,02/09/2023,3.6,1,10937.88,2.2,,,,,,
E-3253,Sales,Female,27,07/08/2024,2.95,15,10159.51,1.2,,,,,,
E-3254,Sales,Male,59,21/07/2022,3.61,3,14924.36,3.3,,,,,,
E-3255,IT,Female,41,08/02/2020,2.1,14,4559.68,5.7,,,,,,
E-3256,IT,Male,60,22/02/2019,2.29,2,7594.13,6.7,,,,,,
E-3257,HR,Male,46,12/12/2022,1.56,12,9351.28,2.9,,,,,,
E-3258,IT,Male,47,20/01/2016,4.07,9,12034.05,9.8,,,,,,
E-3259,Marketing,Female,58,12/08/2019,3.89,5,11605.67,6.2,,,,,,
E-3260,IT,Male,59,25/06/2015,2.95,4,8746.47,10.4,,,,,,
E-3261,Operations,Male,29,15/08/2017,4.81,4,11713.72,8.2,,,,,,
E-3262,Marketing,Male,28,30/11/2012,3.41,8,6970.94,12.9,,,,,,
E-3263,Sales,Male,54,26/04/2010,4.78,2,11953.24,15.5,,,,,,
E-3264,HR,Female,38,21/06/2023,4.89,12,6976.91,2.4,,,,,,
E-3265,Finance,Male,44,26/07/2021,3.16,2,6462.33,4.3,,,,,,
E-3266,Finance,Female,46,23/11/2021,4.74,2,6127.38,3.9,,,,,,
E-3267,IT,Male,56,24/06/2019,3.31,12,12287.27,6.4,,,,,,
E-3268,IT,Male,27,21/03/2024,3.82,14,12690.25,1.6,,,,,,
E-3269,Finance,Male,53,31/03/2013,4.48,6,8535.24,12.6,,,,,,
E-3270,Operations,Female,37,07/12/2019,3.93,5,7292.88,5.9,,,,,,
E-3271,Finance,Male,37,28/12/2021,3.21,0,8617.94,3.8,,,,,,
E-3272,Marketing,Female,34,06/11/2015,4.33,8,12446.21,10,,,,,,
E-3273,Operations,Male,52,29/01/2022,3.33,4,9101.9,3.8,,,,,,
E-3274,Sales,Female,41,04/10/2013,2.4,14,11455.42,12.1,,,,,,
E-3275,Operations,Male,48,26/02/2013,1.73,2,14034.65,12.7,,,,,,
E-3276,Marketing,Male,60,15/09/2018,2.54,4,6922.64,7.1,,,,,,
E-3277,Sales,Male,58,28/12/2022,2.38,1,9572.11,2.8,,,,,,
E-3278,Finance,Male,53,10/05/2020,3.56,7,5344.37,5.5,,,,,,
E-3279,Sales,Female,24,28/07/2022,3.17,10,13620.39,3.3,,,,,,
E-3280,Finance,Female,23,28/04/2014,4.48,9,7022.91,11.5,,,,,,
E-3281,Marketing,Female,46,04/01/2025,1.98,6,4740.27,0.8,,,,,,
E-3282,Sales,Male,31,06/08/2015,1.64,1,4241.75,10.2,,,,,,
E-3283,Sales,Male,46,12/06/2018,2.85,3,6343.91,7.4,,,,,,
E-3284,Finance,Male,28,12/08/2022,1.51,4,14209.62,3.2,,,,,,
E-3285,IT,Female,39,19/03/2016,4.32,1,6310.64,9.6,,,,,,
E-3286,Marketing,Female,51,10/10/2010,2.85,9,8963.32,15.1,,,,,,
E-3287,Operations,Female,24,14/01/2025,2.46,8,9595.65,0.8,,,,,,
E-3288,HR,Female,52,18/03/2018,2.83,1,6677.87,7.6,,,,,,
E-3289,Operations,Male,30,07/10/2013,2.94,0,9631.64,12.1,,,,,,
E-3290,Sales,Female,24,28/01/2014,3.3,3,13096.54,11.8,,,,,,
E-3291,HR,Female,52,10/06/2018,4.21,11,5398.23,7.4,,,,,,
E-3292,HR,Female,42,14/04/2016,4.38,12,6386.8,9.6,,,,,,
E-3293,Operations,Male,23,25/06/2025,2.4,5,12160.89,0.4,,,,,,
E-3294,Sales,Male,31,04/04/2012,2.11,15,10667.42,13.6,,,,,,
E-3295,Operations,Female,33,24/08/2019,2.62,3,3017.87,6.2,,,,,,
E-3296,Operations,Male,43,11/02/2025,2.98,7,12964.38,0.7,,,,,,
E-3297,Operations,Male,32,07/09/2010,3.85,5,13889.71,15.2,,,,,,
E-3298,Finance,Female,60,11/06/2014,4.98,5,4454.55,11.4,,,,,,
E-3299,Sales,Male,33,16/04/2011,3.02,6,14011.82,14.6,,,,,,
E-3300,Finance,Female,51,15/03/2011,4.47,13,6749.54,14.6,,,,,,
E-3301,HR,Female,23,21/10/2025,2.67,9,4532.37,0,,,,,,
E-3302,Marketing,Male,53,03/07/2011,3.25,5,10646.13,14.3,,,,,,
E-3303,HR,Male,38,05/07/2022,4.47,14,7937.88,3.3,,,,,,
E-3304,Finance,Female,32,28/05/2019,2.97,10,13507.08,6.4,,,,,,
E-3305,Finance,Male,31,13/01/2020,2.33,12,7680.74,5.8,,,,,,
E-3306,Sales,Male,24,28/07/2017,2.43,13,12668.28,8.3,,,,,,
E-3307,HR,Male,42,29/03/2018,2,6,12839.32,7.6,,,,,,
E-3308,Finance,Male,27,05/04/2020,2.31,5,4758.25,5.6,,,,,,
E-3309,Finance,Female,35,07/08/2020,3.51,0,3821.58,5.2,,,,,,
E-3310,HR,Female,29,11/11/2017,4.29,1,12867.04,8,,,,,,
E-3311,Sales,Female,41,18/07/2016,2.15,10,9332.14,9.3,,,,,,
E-3312,Operations,Male,38,02/07/2020,2.18,8,11379.36,5.3,,,,,,
E-3313,Operations,Male,28,27/02/2013,1.56,14,4549.07,12.7,,,,,,
E-3314,Finance,Male,24,09/12/2012,2.83,4,9485.73,12.9,,,,,,
E-3315,Finance,Male,57,21/05/2017,3.63,11,10547,8.5,,,,,,
E-3316,Operations,Male,56,24/03/2015,2.13,10,3910.28,10.6,,,,,,
E-3317,Marketing,Male,41,11/04/2015,2.81,14,13442.94,10.6,,,,,,
E-3318,HR,Male,46,09/11/2013,2.47,13,8046.72,12,,,,,,
E-3319,Finance,Female,39,01/08/2023,1.78,8,8864.77,2.3,,,,,,
E-3320,Finance,Female,38,23/11/2013,3.73,6,13547.21,11.9,,,,,,
E-3321,Marketing,Female,40,18/10/2018,4.08,0,10716.56,7,,,,,,
E-3322,IT,Female,37,15/10/2015,3.87,11,11043.96,10.1,,,,,,
E-3323,Finance,Female,51,01/06/2018,2.83,7,12983.92,7.4,,,,,,
E-3324,IT,Female,23,15/05/2013,2.65,3,13113.26,12.5,,,,,,
E-3325,Sales,Female,54,04/12/2024,4.56,3,8225.12,0.9,,,,,,
E-3326,HR,Female,50,09/04/2021,4.51,11,5997.45,4.6,,,,,,
E-3327,Sales,Male,24,23/11/2016,2.8,15,4725.43,8.9,,,,,,
E-3328,Sales,Male,44,09/12/2019,4.77,6,13718.38,5.9,,,,,,
E-3329,Operations,Female,51,17/05/2012,1.5,11,11711.3,13.5,,,,,,
E-3330,Sales,Male,41,11/09/2014,3.68,14,6377.17,11.1,,,,,,
E-3331,IT,Male,29,24/02/2014,1.94,3,13964.66,11.7,,,,,,
E-3332,Marketing,Male,24,23/02/2025,4.26,2,7036.11,0.7,,,,,,
E-3333,HR,Male,31,18/03/2022,3,15,6553.52,3.6,,,,,,
E-3334,IT,Male,30,29/11/2019,3.21,12,5332.91,5.9,,,,,,
E-3335,Sales,Male,56,30/10/2024,2.82,12,3641.47,1,,,,,,
E-3336,Operations,Female,39,05/05/2019,4.17,12,12843.43,6.5,,,,,,
E-3337,IT,Male,28,18/05/2019,4.79,6,13790.04,6.5,,,,,,
E-3338,HR,Male,55,04/05/2015,1.56,11,12719.67,10.5,,,,,,
E-3339,Operations,Female,27,11/07/2022,3.59,14,14541.28,3.3,,,,,,
E-3340,HR,Male,44,29/11/2019,4.14,7,5458.84,5.9,,,,,,
E-3341,Marketing,Female,47,29/04/2014,4.37,15,13196.37,11.5,,,,,,
E-3342,Finance,Female,41,05/12/2012,3.99,9,10637.76,12.9,,,,,,
E-3343,Operations,Male,28,25/08/2017,4.76,15,8582.53,8.2,,,,,,
E-3344,HR,Female,28,01/02/2025,4.87,3,9279.4,0.7,,,,,,
E-3345,Marketing,Male,29,24/11/2012,2.52,6,6736.52,12.9,,,,,,
E-3346,Operations,Female,60,13/04/2021,2.55,8,14124.62,4.6,,,,,,
E-3347,IT,Female,46,16/08/2018,4,2,10572.2,7.2,,,,,,
E-3348,Operations,Female,58,07/12/2011,1.78,12,3873,13.9,,,,,,
E-3349,Marketing,Male,26,12/11/2018,3.47,9,5048.74,7,,,,,,
E-3350,HR,Male,41,03/03/2011,1.98,7,7772.89,14.7,,,,,,
E-3351,Marketing,Male,49,19/05/2019,3.71,11,9378,6.5,,,,,,
E-3352,IT,Female,60,16/09/2023,4.34,0,7485.25,2.1,,,,,,
E-3353,Operations,Male,28,12/08/2023,3.15,5,10318.11,2.2,,,,,,
E-3354,HR,Female,31,12/11/2023,4.58,14,11127.43,2,,,,,,
E-3355,Marketing,Male,29,19/08/2010,2.04,14,4130.88,15.2,,,,,,
E-3356,Finance,Female,33,20/04/2011,2.39,2,8959.2,14.5,,,,,,
E-3357,Operations,Male,35,13/12/2024,3.63,13,4641.97,0.9,,,,,,
E-3358,Marketing,Male,47,20/05/2018,1.63,14,6491.32,7.5,,,,,,
E-3359,HR,Female,60,15/05/2015,2.42,3,9967.49,10.5,,,,,,
